Symbol,Date,RateOfChange,1DayChangePercent,2DaysAgoChangePercent,3DaysAgoChangePercent,4DaysAgoChangePercent,5DaysAgoChangePercent,6DaysAgoChangePercent,7DaysAgoChangePercent,8DaysAgoChangePercent,9DaysAgoChangePercent,10DaysAgoChangePercent,11DaysAgoChangePercent,12DaysAgoChangePercent,13DaysAgoChangePercent,14DaysAgoChangePercent,1MinChangePercent,5MinChangePercent,30MinChangePercent,1HourChangePercent,5HourChangePercent,10HourChangePercent,NextDayChangePercent
MMM,2024-10-11,0.9857352085459044,0.009665766680939148,-0.011480541115719176,0.0023757670178147974,-0.0011865306256386118,-0.0031048876741317454,0.0036355950259834152,-0.004799482623029134,-0.01189263761744681,0.0026335085470987037,-0.004370037073411,-0.01534709805063064,0.020790601837444085,-0.004518256170179643,0.011648494825747306,0.00031625983327941514,0.00023751599721776682,0.005372627560058399,0.0067991907278000235,0.008985375670692602,0.006611096780488539,
MMM,2024-10-10,0.9720320739072157,-0.011480541115719176,0.0023757670178147974,-0.0011865306256386118,-0.0031048876741317454,0.0036355950259834152,-0.004799482623029134,-0.01189263761744681,0.0026335085470987037,-0.004370037073411,-0.01534709805063064,0.020790601837444085,-0.004518256170179643,0.011648494825747306,0.006455406170564883,-3.737686209926746e-05,7.499075476022678e-05,0.00037472310283993685,-0.00041179135523802834,0.0014246868258822303,-0.011624404663183634,0.009665766680939148
MMM,2024-10-09,0.9682300067627162,0.0023757670178147974,-0.0011865306256386118,-0.0031048876741317454,0.0036355950259834152,-0.004799482623029134,-0.01189263761744681,0.0026335085470987037,-0.004370037073411,-0.01534709805063064,0.020790601837444085,-0.004518256170179643,0.011648494825747306,0.006455406170564883,0.006948654811842846,0.0001482017565129924,0.0007413351226121239,0.0023015632413297136,0.003493653645787846,0.004763317853089751,0.004314847782736273,-0.011480541115719176
MMM,2024-10-08,0.9860175433618797,-0.0011865306256386118,-0.0031048876741317454,0.0036355950259834152,-0.004799482623029134,-0.01189263761744681,0.0026335085470987037,-0.004370037073411,-0.01534709805063064,0.020790601837444085,-0.004518256170179643,0.011648494825747306,0.006455406170564883,0.006948654811842846,0.0035992480904488288,0.00029706071961910945,-0.0018529499213819497,-0.0020009209098553185,-0.00037116279175128354,0.004812567072072492,-0.0031828861224538663,0.0023757670178147974
MMM,2024-10-07,0.9827285009757752,-0.0031048876741317454,0.0036355950259834152,-0.004799482623029134,-0.01189263761744681,0.0026335085470987037,-0.004370037073411,-0.01534709805063064,0.020790601837444085,-0.004518256170179643,0.011648494825747306,0.006455406170564883,0.006948654811842846,0.0035992480904488288,-0.0015722595070121654,0.0001482644458237188,-7.422888522019162e-05,0.0030499418615473955,0.006493954685827493,-0.0011852123119212962,0.0018574931778166518,-0.0011865306256386118
MMM,2024-10-04,0.9972722270801209,0.0036355950259834152,-0.004799482623029134,-0.01189263761744681,0.0026335085470987037,-0.004370037073411,-0.01534709805063064,0.020790601837444085,-0.004518256170179643,0.011648494825747306,0.006455406170564883,0.006948654811842846,0.0035992480904488288,-0.0015722595070121654,-0.007725973415179055,0.00014793870936509582,-0.00044344092565022685,-0.00011089711365160391,7.402030571063274e-05,0.0052030046228893415,0.0032641129929151906,-0.0031048876741317454
MMM,2024-10-03,1.000074159727826,-0.004799482623029134,-0.01189263761744681,0.0026335085470987037,-0.004370037073411,-0.01534709805063064,0.020790601837444085,-0.004518256170179643,0.011648494825747306,0.006455406170564883,0.006948654811842846,0.0035992480904488288,-0.0015722595070121654,-0.007725973415179055,0.01073740811843699,0.0,0.001039419311833044,0.0011881166130903802,0.0019320390331073864,-0.0003707224936806352,-0.01237915608348073,0.0036355950259834152
MMM,2024-10-02,1.0118798295083373,-0.01189263761744681,0.0026335085470987037,-0.004370037073411,-0.01534709805063064,0.020790601837444085,-0.004518256170179643,0.011648494825747306,0.006455406170564883,0.006948654811842846,0.0035992480904488288,-0.0015722595070121654,-0.007725973415179055,0.01073740811843699,0.00871009548675919,-0.00029533139854848335,-0.00022157121363013287,-0.0030917439003597187,-0.0035318296916649135,-0.00827478692892953,-0.006164317680655177,-0.004799482623029134
MMM,2024-10-01,1.0277444280991928,0.0026335085470987037,-0.004370037073411,-0.01534709805063064,0.020790601837444085,-0.004518256170179643,0.011648494825747306,0.006455406170564883,0.006948654811842846,0.0035992480904488288,-0.0015722595070121654,-0.007725973415179055,0.01073740811843699,0.00871009548675919,0.013821723956159012,0.0,-0.00029166633282500377,0.0010223410774973535,-7.223693179364413e-05,0.010839917514098994,0.002669827765360522,-0.01189263761744681
MMM,2024-09-30,1.0234333267379847,-0.004370037073411,-0.01534709805063064,0.020790601837444085,-0.004518256170179643,0.011648494825747306,0.006455406170564883,0.006948654811842846,0.0035992480904488288,-0.0015722595070121654,-0.007725973415179055,0.01073740811843699,0.00871009548675919,0.013821723956159012,0.001076173369125237,-0.0004022431865874889,-0.0006581085037705667,0.0047421554634071205,0.005000793910398655,-0.006831412788594588,-0.00827285460378584,0.0026335085470987037
MMM,2024-09-27,1.0199836745353925,-0.01534709805063064,0.020790601837444085,-0.004518256170179643,0.011648494825747306,0.006455406170564883,0.006948654811842846,0.0035992480904488288,-0.0015722595070121654,-0.007725973415179055,0.01073740811843699,0.00871009548675919,0.013821723956159012,0.001076173369125237,0.012688693280657295,0.0008748550159207148,0.00025504508983724254,-0.001018770131813865,-0.003411987083144283,-0.002543094464129707,-0.01823645153662213,-0.004370037073411
MMM,2024-09-26,1.047004130574362,0.020790601837444085,-0.004518256170179643,0.011648494825747306,0.006455406170564883,0.006948654811842846,0.0035992480904488288,-0.0015722595070121654,-0.007725973415179055,0.01073740811843699,0.00871009548675919,0.013821723956159012,0.001076173369125237,0.012688693280657295,-0.001088642169548157,-0.0008243235040475192,-0.0001793735321931714,0.003346862533283018,-0.0008214822137780865,-0.000788478350532603,0.021544680037879724,-0.01534709805063064
MMM,2024-09-25,1.0346134012457127,-0.004518256170179643,0.011648494825747306,0.006455406170564883,0.006948654811842846,0.0035992480904488288,-0.0015722595070121654,-0.007725973415179055,0.01073740811843699,0.00871009548675919,0.013821723956159012,0.001076173369125237,0.012688693280657295,-0.001088642169548157,-0.02130888830310413,-3.663494207267322e-05,-0.0005486845636445068,-0.0012794023253463556,-0.00010978510264181153,0.0007325918067531462,-0.0022276061113618052,0.020790601837444085
MMM,2024-09-24,1.0536743125430812,0.011648494825747306,0.006455406170564883,0.006948654811842846,0.0035992480904488288,-0.0015722595070121654,-0.007725973415179055,0.01073740811843699,0.00871009548675919,0.013821723956159012,0.001076173369125237,0.012688693280657295,-0.001088642169548157,-0.02130888830310413,-0.005675369161102568,0.0012399574134005329,0.002226904265509287,0.00010928118549297265,0.002729154819151277,-0.0005460478908997425,0.012464983172902965,-0.004518256170179643
MMM,2024-09-23,1.0426627965869293,0.006455406170564883,0.006948654811842846,0.0035992480904488288,-0.0015722595070121654,-0.007725973415179055,0.01073740811843699,0.00871009548675919,0.013821723956159012,0.001076173369125237,0.012688693280657295,-0.001088642169548157,-0.02130888830310413,-0.005675369161102568,0.009934946368594953,0.0,0.0009368948470333145,-0.0002800633880924153,-0.0008100789144290798,0.0011805519353339025,0.008548233902618232,0.011648494825747306
MMM,2024-09-20,1.0491203271742675,0.006948654811842846,0.0035992480904488288,-0.0015722595070121654,-0.007725973415179055,0.01073740811843699,0.00871009548675919,0.013821723956159012,0.001076173369125237,0.012688693280657295,-0.001088642169548157,-0.02130888830310413,-0.005675369161102568,0.009934946368594953,-0.028509883943027812,0.000296953508428689,0.0008912765051354071,0.002081930016064331,0.0013002195487992157,0.007174401998227467,0.0037986726239515266,0.006455406170564883
MMM,2024-09-19,1.0407464229057433,0.0035992480904488288,-0.0015722595070121654,-0.007725973415179055,0.01073740811843699,0.00871009548675919,0.013821723956159012,0.001076173369125237,0.012688693280657295,-0.001088642169548157,-0.02130888830310413,-0.005675369161102568,0.009934946368594953,-0.028509883943027812,0.013392511701542641,-0.0004481108287941978,-0.000933149179137418,-0.0012686430518306902,-0.004315168627721658,0.0023225330157844934,0.003674857556785607,0.006948654811842846
MMM,2024-09-18,1.0149163379369048,-0.0015722595070121654,-0.007725973415179055,0.01073740811843699,0.00871009548675919,0.013821723956159012,0.001076173369125237,0.012688693280657295,-0.001088642169548157,-0.02130888830310413,-0.005675369161102568,0.009934946368594953,-0.028509883943027812,0.013392511701542641,0.009877692012225117,0.00041172968050050973,0.0017242351644909822,0.003492143307825431,0.0017992969379919809,-0.002389184100237278,-0.008385936050556587,0.0035992480904488288
MMM,2024-09-17,1.010745467221487,-0.007725973415179055,0.01073740811843699,0.00871009548675919,0.013821723956159012,0.001076173369125237,0.012688693280657295,-0.001088642169548157,-0.02130888830310413,-0.005675369161102568,0.009934946368594953,-0.028509883943027812,0.013392511701542641,0.009877692012225117,0.0015982246850987582,0.00041172968050050973,0.0017242351644909822,0.003492143307825431,0.0017992969379919809,-0.002389184100237278,-0.008385936050556587,-0.0015722595070121654
MMM,2024-09-16,1.028735149648074,0.01073740811843699,0.00871009548675919,0.013821723956159012,0.001076173369125237,0.012688693280657295,-0.001088642169548157,-0.02130888830310413,-0.005675369161102568,0.009934946368594953,-0.028509883943027812,0.013392511701542641,0.009877692012225117,0.0015982246850987582,-0.00341306170799829,3.7190287393615085e-05,0.0007436504066987085,0.0029063222486990403,0.0007436504066987085,0.003748650262845947,0.016618800929866284,-0.007725973415179055
MMM,2024-09-13,0.9887889988992917,0.00871009548675919,0.013821723956159012,0.001076173369125237,0.012688693280657295,-0.001088642169548157,-0.02130888830310413,-0.005675369161102568,0.009934946368594953,-0.028509883943027812,0.013392511701542641,0.009877692012225117,0.0015982246850987582,-0.00341306170799829,0.009957893691066508,-7.504510726523714e-05,-0.0004503307101836701,0.006081612528795034,0.005511897569331632,0.00871075488007889,0.018742326540417464,0.01073740811843699
AOS,2024-10-11,0.9002560514100408,-0.062485500303327245,-0.016195234534704825,0.01422791671895604,-0.01928536072841286,0.008581235548124413,-0.0012570061440556242,-0.005907039080735514,-0.010231657714523746,-0.009907596254114293,-0.008389386660324419,0.014332088391975424,0.040424060679641854,0.0011662990041121672,0.020957304554461275,-0.0015434956974492188,-0.0014201650625073315,0.002728189761511407,0.007099261281911209,-0.010039173503434208,-0.0707882816633694,
AOS,2024-10-10,0.9522022919008656,-0.016195234534704825,0.01422791671895604,-0.01928536072841286,0.008581235548124413,-0.0012570061440556242,-0.005907039080735514,-0.010231657714523746,-0.009907596254114293,-0.008389386660324419,0.014332088391975424,0.040424060679641854,0.0011662990041121672,0.020957304554461275,0.01315000573424156,0.0002318451370018116,-0.00023182607774590783,0.0004637978032688632,-0.004270576514180336,-0.008618708675389941,-0.009643025615882454,-0.062485500303327245
AOS,2024-10-09,0.9817489945361539,0.01422791671895604,-0.01928536072841286,0.008581235548124413,-0.0012570061440556242,-0.005907039080735514,-0.010231657714523746,-0.009907596254114293,-0.008389386660324419,0.014332088391975424,0.040424060679641854,0.0011662990041121672,0.020957304554461275,0.01315000573424156,-0.01660934287190175,-0.0007408107512855719,-0.0012529970293246322,0.0017137156171694763,0.004122773838865474,0.004065311987860766,0.01811423024665038,-0.016195234534704825
AOS,2024-10-08,1.0071062515887166,-0.01928536072841286,0.008581235548124413,-0.0012570061440556242,-0.005907039080735514,-0.010231657714523746,-0.009907596254114293,-0.008389386660324419,0.014332088391975424,0.040424060679641854,0.0011662990041121672,0.020957304554461275,0.01315000573424156,-0.01660934287190175,0.016889872556251254,-0.00034690696532191985,-0.0006358416783327312,-0.0014439182215623065,-0.0022506890142882075,0.0007525172895705078,-0.017335472373734694,0.01422791671895604
AOS,2024-10-07,1.0281082776085273,0.008581235548124413,-0.0012570061440556242,-0.005907039080735514,-0.010231657714523746,-0.009907596254114293,-0.008389386660324419,0.014332088391975424,0.040424060679641854,0.0011662990041121672,0.020957304554461275,0.01315000573424156,-0.01660934287190175,0.016889872556251254,0.0050927387259438635,0.0005107620658338448,0.00023830226300588917,0.0014768247712741635,0.0044435118372968315,0.012635034853697198,0.008176613525993031,-0.01928536072841286
